v1,v2, , , 
NINGUNO,"por que  sentimos que alguien que nos lastima consideramos ya como un enemigo,  por que nos sentimos ""lastimados"" vivimos  rodeamos de estructuras donde matamos un flujo tan grande  para ver y sentir lo que la vida nos presenta para que se convierte en aprendizaje ", , , 
NINGUNO,"Creo que podría sentir el sufrimiento o sentimiento como mío, eso nos hace humanos. No olvidarse jamas de la empatía sea quién sea.  saludos Miss", , , 
NINGUNO,Según la enseñanza que me ha dado la iglesia. El amor al prójimo es funfamental. En este caso podría sentirlo como propio y tratar de ayudarlo a superarlo. Guiandolo en el camino de Dios que es necesario para superar todo problema. , , , 
NINGUNO,"Si esa persona permite ignorar por el momento disputas pasadas y el acercamiento es sincero podría sentir su dolor o sufrimiento como si fuese mío, caso contrario me daría lastima su caso o lo comentaría muy por encima y pasar al siguiente tema. ", , , 
NINGUNO,"Lo podría sentir como mío, porque los problemas son del pasado y es mucho mejor dejar el rencor a un lado, eso siempre nos va a llenar de paz y tranquilidad. ", , , 
INESCRUPULOSO,"Considero que ninguna, ya que considero que le sufrimiento de cada persona moldea y forja el carácter y la templanza  de cada persona ya que tendrá que tener el valor y coraje suficiente para sobrellevarlo y seguir adelante y con el tiempo superarlo ", , , 
NINGUNO,"Ayudaría, no es bueno ni sano guardar rencor siempre dar lo mejor de nosotros...", , , 
INESCRUPULOSO,Ignoro el tema, , , 
NINGUNO,"Pienso que podría sentir su sufrimiento como propio, ya que Dios nos dice: si tu enemigo tiene hambre dale de comer, si tiene sed dale de beber, así sea el peor enemigo todos debemos dejar las cosas en el pasado sin llevar rencor en el corazón. ", , , 
NINGUNO,"Tener empatía,  sentir el sufrimiento de la otra persona y ayudar en lo que  esté  a mi alcance. ", , , 
INESCRUPULOSO,"Es claro que la respuesta que todos esperan es que no es bueno sentirse bien por el sufrimiento ajeno y más aún cuando se trata de un enemigo, es lo que se debe decir, sin embargo la realidad es que muchas personas si disfrutarían el sufrimiento de su peor enemigo.", , , 
NINGUNO,"De mi parte no creo tener ningún enemigo , muy aparte de eso tampoco me gustaría ver el sufrimiento de alguien más, si está en mis posibilidades de ayudarle lo haría .", , , 
NINGUNO,"No le deseo el mal a nadie, como ser humano sentiría mucho el dolor y sufrimiento de aquella persona y lo ayudaría así no me lo agradezca o pida. Ej: Cuando me tocó mitigar un principio de incendio del ex inspector del colegio UPSE, me puse en su lugar y pensé en mi familia. ", , , 
NINGUNO,"En primer lugar sabemos que no es bueno disfrutar del sufrimiento, dolor ajeno, cabe recalcar que si en mis manos esta poder ayudar a una persona sin importar quién sea pues lo haría, después de todo Dios sabrá como y porqué hace las cosas.!", , , 
NINGUNO,"En mi opinión trataría de ayudarlo, y claro que sentiría como que si fuera mi propio sufrimiento, nunca ignoraria la necesidad de ayudar a alguien más", , , 
NINGUNO,Apoyarlo porque no tengo enemigos , , , 
INESCRUPULOSO,"Muchos decimos que vengarnos ante nuestro peor enemigo nos va a satisfacer, pero cuando ya se cumplió la venganza y lo acabaste, la sensación de haber ganado dura poco, lo mejor es no recordarlo, y tan solo ignorarlo, para así no tener la mente ocupada en basuras.", , , 
NINGUNO,Los que sigue en el sendero de la venganza siempre terminan mal, , , 
NINGUNO,"A mi parecer pienso que el sufrimiento de otra persona no es tema de dejar pasar a un siendo un amigo, enemigo, conocido o familiar. Sino darle la mano al que lo necesite.", , , 
NINGUNO,"el sufrimiento no es de algo el cual podemos escapar, pero la empatia es lo que nos puede llevar a ser buenas personas, sin duda lo sentiria como un dolor propio", , , 
INESCRUPULOSO,"No tengo enemigos, pero si ese fuera el caso, posiblemente ignoraría el tema, ya que por alguna razón fuerte se convirtió en mi enemigo.", , , 
INESCRUPULOSO,Ignorar el tema, , , 
NINGUNO,"La empatía es clave para tener una mejor sociedad, sea lo que sea tratar de ayudar si está en tus posibilidades.", , , 
NINGUNO,"Asta ahora no siento a nadie como enemigo, y aunque fuese asi, no lo podria ignorar", , , 
INESCRUPULOSO,"ignoraría el tema, tal vez el aprenda algo de ese sufrimiento.", , , 
NINGUNO,"Sea la persona que sea, debemos ser solidario.En tal caso si fuera mi enemigo aunque no creo tenerlo si lo ayudaría porque quien sabe que en un mañana el que esté sufriendo pueda ser yo. Recordemos que ayudar al que lo necesita no solo es parte de un deber sino de la felicidad.", , , 
INESCRUPULOSO,"siendo este el caso, ayudaría a la persona que no es de mi agrado, pero si no puedo hacer nada ante la situación simplemente lo ignoraría.", , , 
NINGUNO,"Sentia el sifrimiento, y lo ayudaria hasta donde pueda ayudar", , , 
INESCRUPULOSO,Eso depende de cada persona. En mi caso no le daría mucha importancia ya que no es mi vida y tampoco mi problema pero si se puede ayudar en algo se ayuda., , , 
INESCRUPULOSO,Ignorar el tema por amor al prójimo aunque la otra persona no lo  vea así y no hacer más grande el problema, , , 
NINGUNO,"Nunca he tenido enemigos, o si los tengo es lo tengo es lo que menos me importa, siempre trato ser buena persona para todos mis conocidos. No tomaría jamas el sufrimiento de mi "" enemigo"", como satisfacción para sentirme bien conmigo mismo.", , , 
NINGUNO,"Pues en mi corta vida muchas personas me han lastimado, pero esto no quiere decir que me plazca ver como esas personas estén en una situación grave, al contrario los ayudaría ya que así soy yo, no guardo rencores a pesar de todo el daño. Dejare que la vida se encargue de ellos.", , , 
NINGUNO,"Puedes odiarlo tanto pero si necesita ayuda pues siempre hay que ser solidario. Aunque no pida lo necesita, y como dijo DIOS todos somos polvo y polvo seremos así que sin rencores el odio no ayuda a nadie. hoy de mi mañana de ti.", , , 
INESCRUPULOSO,"hasta el momento no he experimentado esa situación, pero poniéndome en la situación no podría sentir su  sufrimiento como mio,pero prefiriera ignorarlo y intentar cambiar a un tema que sea de su agrado", , , 
NINGUNO,"no hay que enemistarse con las personas, porque en algún momento guardar odio o rencor hacia alguien es malo.. y aunque se tratase de un enemigo por decirlo así.. sentiría ese sufrimiento porque todos somos personas, todos somos iguales. en fin todos sentimos.", , , 
INESCRUPULOSO,"Depende del ""¿por qué sea mi peor enemigo?""", , , 
NINGUNO,No puedo darle a muerte  a alguien que odio todos somos seres humanos y en mi caso ayudaría aunque me traicionara le ayudaría por que es ayudar al prójimo y se que hice algo bueno y estar en Paz y no estar angustiada o tener rencor, , , 
NINGUNO,"la verdad a medida que vamos creciendo nos damos cuenta que tenerle rencor a alguien es por gusto ya que vamos madurando y cambiando nuestra manera de pensar,a mi parecer  si me sentiria mal si alguien que conosca, se encuentre en una mala situacion a pesar de nuestra diferencias", , , 
NINGUNO,"En el caso que tuviera un ""enemigo"", por más daño que me haga hecho sigue siendo un ser humano y no sería muy ético alegrarse por la desgracia de otro, si está en mis manos darle una ayuda sin duda lo haría.", , , 
NINGUNO,"No podría  sufrirlo como el mio, y tampoco se le puede desear el mal a alguien por muy mal momento que este pasando, siempre es bueno extender aquella mano amiga para sobrellevar la situación", , , 
INESCRUPULOSO,"No podría sentirlo como mío pero tampoco me alegraría por lo malo que le pase, lo único que se Esque existe el Karma y tal vez lo esté pagando por eso lamentablemente uno tiene que pensar muy bien antes de hacerle daño a otra persona ", , , 
NINGUNO,Lo sentiría como mío ya que somos seres humanos y no somos perfeccionistas de las cosas que hacemos y si cometemos un error debemos remediarlo y apoyar la causa de alguna manera sin resentimientos , , , 
NINGUNO,"Siempre hay que ser humano ante todo, nadie le desea el mal a nadie por más enemigo que sea uno", , , 
NINGUNO,El ser humano tiene muy en claro los mandamientos de Dios el de amar al prójimo como a nosotros mismos y eso incluye a nueatros enemigos. Tenemos la decisión en nuestras manos de hacer el bien o ignorar lo que al otro le pase., , , 
NINGUNO,"Y en momentos de de sufrimiento hacemos nuestro orgullo o resentimiento a un lado por ayudar y brindar la mano, porque en algún momento podríamos pasar por esa misma situción.", , , 
NINGUNO,Y no hay que desear el mal a nadie por la vida es bumerán y todo lo que se hace regresa., , , 
INESCRUPULOSO,"No podría sentir su dolor como mío, porque en la vida si obras bien te irá bien, tan solo podría desearle la mejor de las suerte y seguir mi camino pues es mejor evitar.", , , 
NINGUNO,"No he tenido ningún enemigo, pero si existiera el caso y esa persona pasa por algún momento de sufrimiento, trataría de sentir su dolor como si fuera mío y si estuviera en mis manos poder ayudarlo lo haría.", , , 
NINGUNO,"Si sentiría propio ya que uno no desea el mal a nadie porque si le deseas el mal, para uno vendrá el doble", , , 
NINGUNO,"Bueno, en la vida uno se hace amigos, pero sin darse cuenta ya hiciste enemigos. En ese caso si esa persona esta pasando por algo doloroso, jamas seria indiferente al sufrimiento del progimo sea quien sea, y oraria mucho porque le vaya bien", , , 
NINGUNO,"No considero a nadie mi enemigo. Respecto al sufrimiento de otra persona, me conduelo.", , , 
NINGUNO,Consideraria tener algo de empatia hacia esa persona, , , 
NINGUNO,El amor propio no te permite actuar de mal forma ante el sufrimiento de un enemigo.. Pero la solidaridad con ella a pesar del mal hecho hacia uno nos hace mejor seres humanos , , , 
INESCRUPULOSO,Soy una persona que no guarda rencor ni mucho menos desea el mal a alguien y en este caso dejaría pasar el tema ya que me encuentro en paz y son problemas ni sufrimiento que no me corresponden., , , 
NINGUNO,"Creo que se crea un vínculo entre dos personas  cuando existe una enemistad , yo si pienso que lo sentiría como mío ...y pues reflexionaría ante lo que está pasando y tendría la oportunidad de perdonar o disculpar como mejor pretexto .", , , 
NINGUNO,"Bien dice el viejo reconocido refrán ""has el bien sin mirar a quien"".", , , 
NINGUNO,Yo ayudaría ya que mañana nose pueda ser yo y talvez también me ayude o algo XQ aún así si hay una enemistad no tendría que ser mala, , , 
NINGUNO,"Realmente no le deseo el mal a nadie, ni a ""mi peor enemigo"" trataría de ayudarlo, aquí se trata de ponerme en su lugar y ver si en verdad me gustaría pasar por eso, y como sabré que no me gustará pasar por ningún tipo de sufrimiento, haría algo para poder ayudarlo. Empatía", , , 
NINGUNO,"Puede q sea el mayor enemigo que uno tenga, lo comprendería y me pondría en sus zapatos, y si esta en en mis manos el poder ayudarlo, lo haria de la mejor manera.", , , 
NINGUNO,"Ante todo, solo humanos y apesar de tener alguna indiferencia lo ayudaría por qué en algún momento todos pasamos por algún tipo de adversidad y de paso puedo ganar de nuevo ganar o reforzar el lazo que en algún momento hubo.", , , 
NINGUNO,"En opinión propia, no desearía mal alguno me pondría en sus zapatos y ayudaría en lo que pueda, en este mundo tenemos que dar sin recibir nada a cambio .", , , 
NINGUNO,En este mundo debemos ayudar a pesar de la actitud negativa que tuvo con nosotros en algún momento. Lo sentiría cómo mío. Se recilientes., , , 
NINGUNO,"Lo ayudaría al fin de cuentas somos seres humanos y no somos perfectos quien nos debe de juzgar es Dios así que yo en mi opinión lo ayudaría así sea mi peor enemigo, la vida da vuelta uno nunca sabe cómo podría estar al pasar los días, meses o años ", , , 
NINGUNO,"En mi opinión, lo ayudaría con lo que pueda y sea necesario, todas las personas cometemos errores y no somos perfectos, tenemos defectos que se ven a simple vista.Debemos ser empáticos y éticos sea cual sea la circunstancia con esa persona.", , , 
NINGUNO,Sin duda nosotros los seres humanos comentemos errores. No tengo enemigos .pero si estuviera es esta situacion ayudará.. sin mirar aquien.., , , 
INESCRUPULOSO,"No sentiría su sufrimiento como mío,  pero si empatía y si puedo le daría toda mi ayuda porque me imagino que no todos harían lo mismo y pensar que aquella ayuda vendría de la persona menos esperada. Simplemente tener humildad ante cualquier situación.3", , , 
INESCRUPULOSO,"Dejando de lado la parte ""curuchupa"", definitivamente no se haría esperar el regocijo ante el ""sufrimiento"" de mi peor enemigo, sin embargo, la cuestión es, qué se necesita para que yo considere a alguien mi enemigo, quizás una traición, un ataque físico, o algo peor.", , , 
NINGUNO,"Éticamente, hacernos los ciegos frente a una situación adversa que está sufriendo alguna persona está muy mal, sin embargo, debemos ser conscientes del trato que  la misma nos brinda. En lo personal, yo si trataría de ayudarlo sin importar el daño que me haya hecho", , , 
INESCRUPULOSO,Si es el sufrimiento de mi peor enemigo no podría sentirlo como mío porque si el o ella tiene ese nombre es porque se la gano lo llame asi  solamente observaría como el karma o dios o la vida misma castiga gente que hace mal a otras personas .Solamente tendría pena por el o ella. , , , 
NINGUNO,No considero tener enemigos pero en caso de alguna situación así le este pasando a alguien no tengo porque alegrarme mas bien me solidarizó con aquella persona, , , 
NINGUNO,"Creo que podría identificarme con la primera parte, ya que nunca se le desea el mal a nadie pero es mas un pensamiento que un sentimiento, podría sentir pesar pero no ignorar o pasar del tema", , , 
INESCRUPULOSO,"Eso depende del tipo de persona! Ya que no todos pensamos iguales. Creo yo que dependiendo del daño al que se vea sujeto el enemigo de cualquier persona está gozaría aunque sea de manera mínima, los seres humanos somos muy directos al momento de expresar nuestros sentimientos.  ", , , 
NINGUNO,Solo le desearía que salga de esa mala situacion y se hay que ayudarlo se le ayuda porque aunque haya enemistad no se debe desear lo peor a una persona., , , 
NINGUNO,"Las personas se podrán despreciar todo lo que deseen por distintas situaciones, pero aún hay esperanza que en cada persona ayude al prójimo que también le hizo daño sin importar el mal actuar", , , 
NINGUNO,"Si esta a mi alcance poder solucionar o aportar para la solucion de lo que le causa sufrimiento lo sintiera mio y ayudaria. Pienso que eso dice mas de uno como buena persona e incluso le demuestras al ""enemigo"" que hay se debe actuar con bien siempre", , , 
NINGUNO,Todo ser humano tiene su error pero en estas ocasiones lo apoyaría en lo que necesite porque se que alguien más lo haría por mi., , , 
NINGUNO,"Gracias por hablar de esta tema tan interesante, he tenido una mala experiencia con una persona. Pero a pesar de eso creo que aunque no estuvimos de acuerdo en muchas ideas pero si está sufriendo es normal que ayudó y siento lo mismo al final somos todos humanos", , , 
NINGUNO,Claro porque somos humanos y somos hijos de Dios más que todo, , , 
NINGUNO,"No podría tener un peor enemigo , por qué la misma necesidad que estaría pasando el podría pasarme a mí es x eso razón q no concidero tener peores amigos y una de las formas en que me caracterizo es ayudar a quien más me necesita", , , 
NINGUNO,"No tengo enemigos, pero viéndolo desde ese punto y sabiendo que soy de sentimientos sensibles, su dolor lo sentiría como mío.", , , 
NINGUNO,"Depende que tipo de sufrimiento sea el que este sufriendo, empatía ante todo.", , , 
NINGUNO,"Cómo ser humano, no me puedo alegrar del sufrimiento de otra persona, trataría de hacer lo correcto y ponerme en su lugar para poder ayudarlo", , , 
NINGUNO,Realmente lo sentiría como un sufrimiento propio porque antes de ser mi enemigo el era mi amigo y por mas absurda que sea la vida el sufrimiento de otro nos duele también. , , , 
NINGUNO,"Debemos ser empaticos con todas las personas, el odio no nos lleva a nada bueno", , , 
